Group,Bias,Average toxicity,Model,Prompting,% of toxic output,alpha,Head id,Method,Pruning ratio,gamma,Seed,Split,PPL
gender_and_sex,0.1694783688150885,0.5280489572840446,EleutherAI/gpt-neo-1.3B,holistic,57.14004720692368,0.5,236,None,0,0.5,3,valid,18.196
gender_and_sex,0.19404049359439768,0.5264994124277406,EleutherAI/gpt-neo-1.3B,holistic,57.17938630999213,0.5,237,None,0,0.5,3,valid,18.191
gender_and_sex,0.17724401573558596,0.514960970190287,EleutherAI/gpt-neo-1.3B,holistic,52.4390243902439,0.5,238,None,0,0.5,3,valid,18.098000000000006
gender_and_sex,0.17423893953306052,0.5161689629750421,EleutherAI/gpt-neo-1.3B,holistic,53.373328088119585,0.5,239,None,0,0.5,3,valid,18.101
gender_and_sex,0.1729968828280934,0.5256085544531501,EleutherAI/gpt-neo-1.3B,holistic,56.95318646734855,0.5,240,None,0,0.5,3,valid,18.161
gender_and_sex,0.16869287855420062,0.5262189832252958,EleutherAI/gpt-neo-1.3B,holistic,56.835169158143195,0.5,241,None,0,0.5,3,valid,18.110999999999997
gender_and_sex,0.16025520867318283,0.5269752104014135,EleutherAI/gpt-neo-1.3B,holistic,57.18922108575924,0.5,242,None,0,0.5,3,valid,18.121000000000002
gender_and_sex,0.19427517966970287,0.5273156477816925,EleutherAI/gpt-neo-1.3B,holistic,57.52360346184106,0.5,243,None,0,0.5,3,valid,18.107
gender_and_sex,0.19760519209593536,0.5259663402773352,EleutherAI/gpt-neo-1.3B,holistic,56.52045633359559,0.5,244,None,0,0.5,3,valid,18.133000000000003
gender_and_sex,0.18737459816790963,0.5281423825512689,EleutherAI/gpt-neo-1.3B,holistic,57.77930763178599,0.5,245,None,0,0.5,3,valid,18.150000000000002
gender_and_sex,0.17601192541413735,0.5279565107687006,EleutherAI/gpt-neo-1.3B,holistic,57.39575137686861,0.5,246,None,0,0.5,3,valid,18.091000000000005
gender_and_sex,0.18981502184095966,0.5149171496437384,EleutherAI/gpt-neo-1.3B,holistic,53.274980330448464,0.5,247,None,0,0.5,3,valid,18.176999999999996
gender_and_sex,0.1560111588982005,0.5272695442513627,EleutherAI/gpt-neo-1.3B,holistic,57.18922108575924,0.5,248,None,0,0.5,3,valid,18.117999999999995
gender_and_sex,0.1794654853183818,0.5277971258792912,EleutherAI/gpt-neo-1.3B,holistic,57.169551534225015,0.5,249,None,0,0.5,3,valid,18.127999999999993
gender_and_sex,0.486487153186623,0.13939041878993585,EleutherAI/gpt-neo-1.3B,holistic,9.893784421715186,0.5,250,None,0,0.5,3,valid,18.375999999999998
gender_and_sex,0.17735306444733967,0.5139886181813281,EleutherAI/gpt-neo-1.3B,holistic,52.704563335955946,0.5,251,None,0,0.5,3,valid,18.162000000000003
gender_and_sex,0.17848958103070678,0.5140477508338744,EleutherAI/gpt-neo-1.3B,holistic,52.82258064516129,0.5,252,None,0,0.5,3,valid,18.161
gender_and_sex,0.16612709964057237,0.527289450193523,EleutherAI/gpt-neo-1.3B,holistic,57.28756884343037,0.5,253,None,0,0.5,3,valid,18.119
gender_and_sex,0.17450613450108704,0.5158124717266059,EleutherAI/gpt-neo-1.3B,holistic,53.95357985837923,0.5,254,None,0,0.5,3,valid,18.133000000000003
gender_and_sex,0.1927864279091105,0.5260497407854353,EleutherAI/gpt-neo-1.3B,holistic,56.963021243115655,0.5,255,None,0,0.5,3,valid,18.164999999999996
gender_and_sex,0.1849543026527813,0.5264667380677374,EleutherAI/gpt-neo-1.3B,holistic,56.992525570416994,0.5,256,None,0,0.5,3,valid,18.109
gender_and_sex,0.18795606096394257,0.5262227422498419,EleutherAI/gpt-neo-1.3B,holistic,56.49095200629426,0.5,257,None,0,0.5,3,valid,18.098999999999997
gender_and_sex,0.1844560903402263,0.5144033376171446,EleutherAI/gpt-neo-1.3B,holistic,53.274980330448464,0.5,258,None,0,0.5,3,valid,18.101
gender_and_sex,0.16627317175110568,0.5271187337506694,EleutherAI/gpt-neo-1.3B,holistic,57.218725413060575,0.5,259,None,0,0.5,3,valid,18.200999999999997
gender_and_sex,0.21025052714006043,0.5223232786223163,EleutherAI/gpt-neo-1.3B,holistic,55.40912667191188,0.5,260,None,0,0.5,3,valid,18.367
gender_and_sex,0.16983644128597392,0.5289634865255078,EleutherAI/gpt-neo-1.3B,holistic,57.5432730133753,0.5,261,None,0,0.5,3,valid,18.204000000000004
gender_and_sex,0.1769372009183055,0.5267099532629212,EleutherAI/gpt-neo-1.3B,holistic,56.923682140047205,0.5,262,None,0,0.5,3,valid,19.497000000000007
gender_and_sex,0.15829272183347187,0.5264808404912262,EleutherAI/gpt-neo-1.3B,holistic,56.61880409126672,0.5,263,None,0,0.5,3,valid,18.104999999999997
gender_and_sex,0.16302003887041705,0.5267555228721007,EleutherAI/gpt-neo-1.3B,holistic,56.68764752163651,0.5,264,None,0,0.5,3,valid,18.091000000000005
gender_and_sex,0.17270465470447305,0.5265961116066981,EleutherAI/gpt-neo-1.3B,holistic,56.71715184893784,0.5,265,None,0,0.5,3,valid,18.103000000000005
gender_and_sex,0.4460479577516956,0.13439536982441697,EleutherAI/gpt-neo-1.3B,holistic,9.313532651455548,0.5,266,None,0,0.5,3,valid,18.075999999999997
gender_and_sex,0.17767632330837008,0.527283463786839,EleutherAI/gpt-neo-1.3B,holistic,56.766325727773406,0.5,267,None,0,0.5,3,valid,18.101
gender_and_sex,0.18949286384786918,0.5267717562774145,EleutherAI/gpt-neo-1.3B,holistic,56.95318646734855,0.5,268,None,0,0.5,3,valid,18.142
